address,cash_in,city_id,day_1_close_time,day_1_customer_close,day_1_customer_open,day_1_is_open,day_1_name,day_1_open_time,day_2_close_time,day_2_customer_close,day_2_customer_open,day_2_is_open,day_2_name,day_2_open_time,day_3_close_time,day_3_customer_close,day_3_customer_open,day_3_is_open,day_3_name,day_3_open_time,day_4_close_time,day_4_customer_close,day_4_customer_open,day_4_is_open,day_4_name,day_4_open_time,day_5_close_time,day_5_customer_close,day_5_customer_open,day_5_is_open,day_5_name,day_5_open_time,day_6_close_time,day_6_customer_close,day_6_customer_open,day_6_is_open,day_6_name,day_6_open_time,day_7_close_time,day_7_customer_close,day_7_customer_open,day_7_is_open,day_7_name,day_7_open_time,id,is_digital,is_nfc,is_open,latitude,longitude,name,notes,slug,type,work_hours_saturday,work_hours_sunday,work_hours_week,working_weekends
,0,3,,,,0,Bazar ertəsi,,,,,0,Çərşənbə axşamı,,,,,0,Çərşənbə,,,,,0,Cümə axşamı,,,,,0,Cümə,,,,,0,Şənbə,,,,,0,Bazar,,21,0,0,0,40.05241232725276,47.46057999031279,Ağcabədi filialı,,agcabedi-rayon-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Ağsu şəhəri, H. Əliyev küçəsi 109",0,7,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,38,0,0,1,40.56702106182912,48.402716309069646,Ağsu filialı,,agsu-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Abşeron rayonu, Xırdalan şəhəri, Qəzənfər Musabəyov küçəsi bina 22",0,2,18:30,19:00,08:00,1,Bazar ertəsi,08:00,18:30,19:00,08:00,1,Çərşənbə axşamı,08:00,18:30,19:00,08:00,1,Çərşənbə,08:00,18:30,19:00,08:00,1,Cümə axşamı,08:00,18:30,19:00,08:00,1,Cümə,08:00,14:00,19:00,10:00,0,Şənbə,10:00,,,,0,Bazar,,77,0,0,1,40.4528598257688,49.75130830597639,Abşeron filialı,,absheron-rayon-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Bakı şəhəri, Qaradağ rayonu, Lökbatan qəsəbəsi (Sədərək Ticarət Mərkəzi daxilində)",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,78,0,0,1,40.3317261,49.7814293,Ticarət filialı,,ticaret-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəhəri, Nəsimi rayonu, Bülbül prospekti 60",0,1,17:00,17:00,09:00,1,Bazar ertəsi,09:00,17:00,17:00,09:00,1,Çərşənbə axşamı,09:00,17:00,17:00,09:00,1,Çərşənbə,09:00,17:00,17:00,09:00,1,Cümə axşamı,09:00,17:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,89,0,0,1,40.38107163735132,49.84152146574979,Fərdi Bankçılıq bölməsi,,ferdi-bankciliq-bolmesi,B,,,09:00-17:00,0
"Bakı şəhəri, Nizami rayonu, Heydər Əliyev prospekti 172",0,1,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,19:00,19:00,10:00,1,Şənbə,10:00,19:00,19:00,10:00,1,Bazar,10:00,90,0,0,1,40.4183807,49.9124985,Bravo 3 filialı,,bravo-3-filiali,B,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-19:00),10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-19:00),10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),1
"Bakı şəhəri, Səbail rayonu, Bülbül prospekti 18A",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,0,Cümə,09:00,19:00,19:00,10:00,0,Şənbə,10:00,19:00,19:00,10:00,0,Bazar,10:00,131,0,0,1,40.37214295893622,49.844818650842384,Sahil filialı,,sahil-filiali-907,B,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-19:00),10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-19:00),09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Bakı şəhəri, Nizami rayonu, R. Rüstəmov küçəsi, 44D",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,133,0,0,1,40.4095099423086,49.94256914321402,Neftçilər filialı,,neftciler-kart-merkezi-filiali-904,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Nərimanov rayonu, Həsən Əliyev küçəsi, 889-cu məhəllə, ev 82",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,174,0,0,1,40.401912418946644,49.84833954584166,Gənclik filialı,,genclik-filiali-615,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bаkı şəhəri, Qaradağ rayonu, Bünyadzadə küçəsi",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,175,0,0,1,40.32220659807489,49.73087716163619,Qaradağ filialı,,qaradag-rayon-filiali-614,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Suraxanı rayonu, Əmircan qəsəbəsi, Vladimir Balandin küçəsi 44",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,14:00,10:00,0,Şənbə,,,,,0,Bazar,,178,0,0,1,40.42186059408622,50.001500486483565,Suraxanı filialı,,suraxani-rayon-filiali-611,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Nizami rayonu, 8-ci km qəsəbəsi, B. Nuriyev küçəsi 10A",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,181,0,0,1,40.397417399094344,49.946291728975744,Xalqlar Dostluğu filialı,,xalqlar-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəh., Nəsimi rayonu, Tbilisi prospekti, məhəllə 3007 (20 Yanvar Bravo hipermarketinin daxilində)",0,1,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,19:00,19:00,10:00,1,Şənbə,10:00,19:00,19:00,10:00,1,Bazar,10:00,187,0,0,1,40.4015485097566,49.81099411880433,Bravo 2 filialı,,bravo-2-filiali-823,B,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-19:00),10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-19:00),10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),1
"Bakı şəhəri, N. Nərimanov rayonu, Təbriz küçəsi 98 a",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,200,0,0,1,40.40035726266819,49.867674273080276,Təbriz filialı,,tebriz-filiali-777,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəhəri, Nizami rayonu, Azər Manafov küçəsi 16",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,16:00,15:00,10:00,1,Şənbə,10:00,,,,0,Bazar,,201,0,0,1,40.4190296184597,49.93361835214919,50 saylı Notariat şöbəsi,,50-sayli-notariat-shobesi-776,B,10:00-16:00 (Müştərilərə xidmət vaxtı 10:00-15:00),qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
Bakı şəh. Xəzər ray. Buzovna qəs. Rasim İmanov küç 22,0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,203,0,0,1,40.52649579855604,50.09840157508598,Buzovna şöbəsi,,buzovna-shobesi-761,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
Fikrət Əmirov 24 (2 saylı ASAN Kommunal),0,1,18:30,18:00,09:00,1,Bazar ertəsi,09:00,18:30,18:00,09:00,1,Çərşənbə axşamı,09:00,18:30,18:00,09:00,1,Çərşənbə,09:00,18:30,18:00,09:00,1,Cümə axşamı,09:00,18:30,18:00,09:00,1,Cümə,09:00,17:30,17:00,10:00,1,Şənbə,09:30,,,,0,Bazar,,208,0,0,1,40.40927551957306,49.86707416971347,Dəmiryol şöbəsi,,demiryol-shobesi-749,B,09:30-17:30 (Müştərilərə xidmət vaxtı 10:00-17:00),,09:00-18:30 (Müştərilərə xidmət vaxtı 09:00-18:00),0
"Bakı şəhəri, Xətai rayonu, Əhmədli qəsəbəsi, Ramiz Quliyev küçəsi 4",0,1,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,19:00,19:00,10:00,1,Şənbə,10:00,19:00,19:00,10:00,1,Bazar,10:00,209,0,0,1,40.37475492597779,49.94484112235593,Bravo 1 filialı,,bravo-1-filiali-745,B,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-19:00),10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-19:00),10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),1
"Bakı şəhəri, Qaradağ rayonu, Ələt qəsəbəsi, Bakı Beynəlxalq Dəniz Ticarət Limanı",0,1,12:00,12:00,00:00,1,Bazar ertəsi,00:00,12:00,12:00,00:00,1,Çərşənbə axşamı,00:00,12:00,12:00,00:00,1,Çərşənbə,00:00,12:00,12:00,00:00,1,Cümə axşamı,00:00,12:00,12:00,00:00,1,Cümə,00:00,12:00,12:00,00:00,1,Şənbə,00:00,12:00,12:00,00:00,1,Bazar,00:00,240,0,0,1,39.973233486691825,49.442786065417366,Bakı limanı şöbəsi,,baki-limani-shobesi-689,B,7 gün / 24 saat,7 gün / 24 saat,7 gün / 24 saat,0
"Bakı şəh, Nizami rayonu, Qara Qarayev prospekti 115/9",0,1,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,17:00,16:00,10:00,1,Şənbə,10:00,,,,0,Bazar,,241,0,0,1,40.3979836,49.9501953,52 saylı Notariat şöbəsi,,52-sayli-notariat-shobesi-682,B,10:00-17:00 (Müştərilərə xidmət vaxtı 10:00-16:00),qeyri-iş günü,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),0
"Bakı şəhəri, Bakıxanov qəsəbəsi, Sülh küçəsi, 8 A (4 Saylı Bakı “Asan Xidmət” Mərkəzinin inzibati  binası)",0,1,18:30,18:00,09:00,1,Bazar ertəsi,09:00,18:30,18:00,09:00,1,Çərşənbə axşamı,09:00,18:30,18:00,09:00,1,Çərşənbə,09:00,18:30,18:00,09:00,1,Cümə axşamı,09:00,18:30,18:00,09:00,1,Cümə,09:00,17:30,17:00,09:30,1,Şənbə,09:30,17:30,17:00,09:30,1,Bazar,09:30,242,0,0,1,40.421402,49.9665222,4 saylı Bakı Asan filialı,,4-sayli-baki-asan-filiali,B,09:30-17:30 (Müştərilərə xidmət vaxtı 09:30-17:00),09:30-17:30 (Müştərilərə xidmət vaxtı 09:30-17:00),09:00-18:30 (Müştərilərə xidmət vaxtı 09:00-18:00),0
"Bakı şəhəri, Yasamal rayonu, Landau küçəsi, bina 6",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,243,0,0,1,40.37248226149035,49.81700488169915,Yasamal filialı,,yasamal-filiali-618,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Nəsimi r-nu, Asif Məhərrəmov 174",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,14:00,10:00,0,Şənbə,,,,,0,Bazar,,245,0,0,1,40.40987996371933,49.80784120653588,Binəqədi filialı,,bineqedi-filiali-609,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Bakı şəhəri, Nəsimi rayonu, İ.Qasımov küçəsi 4",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,246,0,0,1,40.39336377108836,49.8364635077574,Nəsimi filialı,,nesimi-filiali-608,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Xətai rayonu, Sarayevo küçəsi 7Q",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,14:00,10:00,0,Şənbə,,,,,0,Bazar,,247,0,0,1,40.386642439220005,49.956370889966045,Əhmədli filialı,,ehmedli-filiali-607,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Səbail rayonu, Zərifə Əliyeva pr. 63",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,250,0,0,1,40.370709680533324,49.84356945775485,Səbail filialı,,sebail-filiali-604,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Yasamal rayonu, Cəfər Cabbarlı küçəsi 5A",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,251,0,0,1,40.38026907454943,49.83018988343833,Cəfər Cabbarlı filialı,,cefer-cabbarli-filiali-603,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəhəri, Q.Qarayev prospekti 29",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,14:00,10:00,0,Şənbə,,,,,0,Bazar,,252,0,0,1,40.417840808344934,49.93475521513684,Qara Qarayev filialı,,qara-qarayev-filiali-602,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Xətai rayonu, X.Məmmədov küçəsi 13",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,255,0,0,1,40.372733520928904,49.947073452445615,Həzi Aslanov filialı,,hezi-aslanov-filiali-599,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Xəzər rayonu, Şüvalan kəndi, A.İldırım küçəsi 16",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,256,0,0,1,40.48636010652908,50.1703951167884,Xəzər filialı,,xezer-filiali-598,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəh., şəhəri, Fətəli Xan Xoyski pr., Gənclik Mall ticarət mərkəzinin -1 mərtəbəsi",0,1,21:45,21:45,10:00,1,Bazar ertəsi,10:00,21:45,21:45,10:00,1,Çərşənbə axşamı,10:00,21:45,21:45,10:00,1,Çərşənbə,10:00,21:45,21:45,10:00,1,Cümə axşamı,10:00,21:45,21:45,10:00,1,Cümə,10:00,21:45,21:45,10:00,1,Şənbə,10:00,21:45,21:45,10:00,1,Bazar,10:00,257,0,0,1,40.400179847136464,49.85265809040034,Gənclik Mall filialı,,genclik-mall-filiali-597,B,10:00-21:45 (Müştərilərə xidmət vaxtı 10:00-21:45),10:00-21:45 (Müştərilərə xidmət vaxtı 10:00-21:45),10:00-21:45 (Müştərilərə xidmət vaxtı 10:00-21:45),1
"Bakı şəhəri, Nəsimi rayonu, Bülbül prospekti 60",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,258,0,0,1,40.38107163735132,49.84152146574979,Mərkəz filialı,,merkez-filiali-596,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Ağdam rayonu, Quzanlı kəndi",0,4,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,14:00,10:00,0,Şənbə,,,,,0,Bazar,,314,0,0,1,40.163702081788934,47.15603666895763,Ağdam filialı,,agdam-filiali-679,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Аğdаş şəhəri, Hеydər Əliyеv Хiyаbаnı 6",0,5,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,323,0,0,1,40.64510186823032,47.47500157064872,Ağdaş filialı,,agdash-rayon-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Аğstаfа şəhəri, Cəfər Cabbarlı küçəsi 25A",0,6,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,327,0,0,1,41.1129723,45.44067,Ağstafa filialı,,agstafa-rayon-filiali-647,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Astara şəhəri, H. Əliyev prospekti 71",0,8,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,336,0,0,1,38.450399595441795,48.87403545346488,Astara filialı,,astara-rayon-filiali-669,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Naxçıvan MR, Bаbək rayonu, Babək qəsəbəsi, H. Əliyеv prospеkti 26",0,9,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,344,0,0,1,39.158184332686254,45.44564362722187,Babək filialı,,babekbabek-filiali-627,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Zaqatala şəhəri, H.Əliyev pr.169",0,68,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,352,0,0,1,41.63048189140788,46.63924008209484,Zaqatala filialı,,zaqatala-filiali-633,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəhəri, Binəqədi rayonu, 8 M/R, İbrahimpaşa Dadaşov küçəsi 3158/3156-cı məhəllə",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,14:00,10:00,0,Şənbə,,,,,0,Bazar,,360,0,0,1,40.42200190707761,49.84252179859974,8-ci mikrorayon filialı,,8-ci-mikrorayon-filial,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Bakı şəhəri, Sabunçu rayonu, Zabrat qəsəbəsi, Babək küçəsi, ev 92C",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,361,0,0,1,40.47568914571012,49.9499800321653,Sabunçu filialı,,sabuncu-filiali-612,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakıxanov qəsəbəsi, S.Qocayev küç.,13A, B, C",0,1,18:30,19:00,08:00,1,Bazar ertəsi,08:00,18:30,19:00,08:00,1,Çərşənbə axşamı,08:00,18:30,19:00,08:00,1,Çərşənbə,08:00,18:30,19:00,08:00,1,Cümə axşamı,08:00,18:30,19:00,08:00,1,Cümə,08:00,14:00,14:00,10:00,0,Şənbə,10:00,,,,0,Bazar,,362,0,0,1,40.41674316787991,49.965307026218376,Bakıxanov filialı,,bakixanov-filiali-613,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Sumqayıt şəhəri, C. Cabbarlı küçəsi 1 (40-cı məhəllə)",0,55,18:30,19:00,08:00,1,Bazar ertəsi,08:00,18:30,19:00,08:00,1,Çərşənbə axşamı,08:00,18:30,19:00,08:00,1,Çərşənbə,08:00,18:30,19:00,08:00,1,Cümə axşamı,08:00,18:30,19:00,08:00,1,Cümə,08:00,14:00,14:00,10:00,0,Şənbə,10:00,,,,0,Bazar,,364,0,0,1,40.580114433475366,49.67256649045884,Sumqayıt filialı,,sumqayit-filiali-620,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
